latitude,longitude,crime_rate,pollution_level,traffic_density,lighting_score,carbon_factor,hour_of_day,is_night,is_weekend,timestamp
28.6562,77.241,0.29129407171425487,0.2625929290959622,0.2992417938809784,0.8990655512859704,0.2882471344454735,16,0,1,2026-01-27 18:15:40.931698
28.653333333333332,77.2384111111111,0.46301085500232597,0.21921535977396736,0.750678898193188,0.8769292795826326,0.5912398366674217,13,0,0,2026-01-28 18:15:44.050698
28.650466666666667,77.23582222222223,0.5360664043980838,0.37042417728818156,1.0,0.8899481980106119,0.8111272531864544,18,0,0,2026-01-19 18:15:46.563758
28.6476,77.23323333333333,0.5212016069380317,0.24381191421606163,0.5077148947963501,0.5986663967693215,0.42854400062226355,21,1,1,2026-01-10 18:15:49.123032
28.644733333333335,77.23064444444444,0.43950573026113354,0.3538601966739225,0.9246528635234644,0.8731221303129831,0.7534150634686019,10,0,0,2026-01-09 18:15:51.389651
28.641866666666665,77.22805555555556,0.4084229386371718,0.3894373367900978,0.16909938635931188,0.5688035745259167,0.23520077148854762,4,1,0,2026-02-07 18:15:53.113312
28.639,77.22546666666666,0.42162606287133975,0.3852940240300271,1.0,0.9468719482958444,0.815588207209008,8,0,0,2026-01-12 18:15:54.960938
28.636133333333333,77.22287777777777,0.36008624235691516,0.25276128972869893,0.5031046303696864,0.8670460659640953,0.4280016281773901,22,1,0,2026-01-17 18:15:58.239071
28.633266666666668,77.22028888888889,0.41458405157813266,0.29575805188078697,0.6036095837974016,0.8726673250943722,0.5112541242224172,12,0,0,2026-02-01 18:15:59.932392
28.6304,77.2177,0.43233858726776864,0.2911855715477144,0.7095388031766061,0.902473995562732,0.5840328336879386,16,0,0,2026-01-25 18:16:02.147265
28.6129,77.2295,0.3284730577691526,0.21427343502871868,0.32598012482749417,0.7523804603053533,0.2924681178878615,22,1,1,2026-01-16 18:16:03.773269
28.603066666666667,77.22461111111112,0.32444929131190525,0.25341981950326076,0.7222076607499631,0.9028263561906399,0.5815713083759524,12,0,0,2026-02-01 18:16:06.388015
28.593233333333334,77.21972222222223,0.42343908842967526,0.3586242068023295,0.2963368284907809,0.8026003835020734,0.31502304198424547,3,1,1,2026-01-08 18:16:08.687475
28.5834,77.21483333333333,0.16083210966029662,0.25072056363618306,1.0,0.854830892839693,0.7752161690908549,8,0,0,2026-01-16 18:16:10.976706
28.573566666666668,77.20994444444445,0.3126556524475607,0.3481322896374902,1.0,0.6907115196128983,0.804439686891247,19,0,0,2026-01-15 18:16:13.509331
28.56373333333333,77.20505555555556,0.324112922835086,0.31172701722444845,0.5869425788441611,0.7460770074628598,0.5043779103582473,19,0,1,2026-01-08 18:16:15.049658
28.5539,77.20016666666668,0.5322180981717614,0.20462987893437257,0.2145805829844688,0.6942378490569754,0.21159537176943993,5,1,0,2026-01-17 18:16:16.705767
28.544066666666666,77.19527777777778,0.5811667263862146,0.34237968977347266,0.460172052485275,0.9420795627732699,0.4248343436717343,11,0,0,2026-01-10 18:16:18.420899
28.534233333333333,77.19038888888889,0.48860989922073156,0.20419385594371567,0.8980096962644293,0.8549569201280615,0.6898649441682152,10,0,0,2026-02-05 18:16:20.112902
28.5244,77.1855,0.48947432355416803,0.23786085767560372,0.927458476847361,0.8554845503872094,0.7205791910958338,10,0,0,2026-01-14 18:16:22.317331
28.6139,77.209,0.42753384870382705,0.3166997196024565,0.6629072185887183,0.9229437652104183,0.5590449688928397,18,0,1,2026-01-16 18:16:24.210638
28.61378888888889,77.21127777777778,0.3559292353303539,0.260498754055189,0.656682959870043,0.7924385113273603,0.5378276981255867,21,1,1,2026-01-16 18:16:26.104650
28.613677777777777,77.21355555555556,0.4275892765133389,0.3713595922353798,0.6471601397759333,0.8633634443264192,0.5644199755137672,15,0,0,2026-02-06 18:16:28.197900
28.613566666666667,77.21583333333334,0.3859518096261949,0.317335850724382,0.25409571057177505,0.8987859177619274,0.2730677526175571,3,1,0,2026-02-07 18:16:30.494721
28.613455555555557,77.21811111111111,0.3396547178844944,0.24749146169305813,0.2686561676523239,0.8431461082593725,0.26230675586454416,2,1,0,2026-01-17 18:16:31.104721
28.613344444444444,77.22038888888889,0.32795275390050527,0.24195004579617654,0.19890060529640405,0.9127089613542351,0.21181543744633577,6,0,0,2026-01-27 18:16:31.551824
28.613233333333334,77.22266666666667,0.33589538367799315,0.2775290731456269,0.9317766743939672,0.9155145175326783,0.735502394019465,10,0,0,2026-01-22 18:16:32.050177
28.613122222222223,77.22494444444445,0.32874908281994264,0.2246886904600836,0.4112398461707646,0.7840806346894081,0.3552744994575603,21,1,0,2026-02-04 18:16:32.541490
28.61301111111111,77.22722222222222,0.36243342779307186,0.3769720240616271,0.3400722180001855,0.7589290900413789,0.35114215981861796,3,1,1,2026-01-15 18:16:32.952506
28.6129,77.2295,0.3440183954997336,0.3185370583795452,0.38897633143778454,0.8585684706019681,0.36784454952031276,9,0,1,2026-02-02 18:16:33.373110
28.4595,77.0266,0.7195504724154673,0.28077985189837157,0.2651005617738652,0.48523403450671865,0.26980434881121707,21,1,0,2026-01-09 18:16:33.851682
28.486677777777775,77.03503333333333,0.1709629793573594,0.22914935973766473,0.11087199082698274,0.4457038644053657,0.14635520150018733,1,1,1,2026-01-20 18:16:34.376546
28.513855555555555,77.04346666666667,0.17210145429112828,0.2001235323758994,0.14928866919472786,0.8860601483593991,0.1645391281490793,7,0,0,2026-01-10 18:16:34.789640
